Product_ID,Customer_ID,Time_ID,Payments_ID,Shipments_ID,Campaigns_ID
P1064,C2114,T3613,PM4034,SH5046,CP6001
P1014,C2300,T3116,PM4033,SH5014,CP6002
P1003,C2003,T3615,PM4005,SH5008,CP6004
P1059,C2324,T3556,PM4030,SH5012,CP6017
P1060,C2236,T3113,PM4022,SH5022,CP6013
P1019,C2022,T3542,PM4011,SH5032,CP6001
P1009,C2015,T3675,PM4027,SH5008,CP6014
P1086,C2021,T3700,PM4014,SH5002,CP6007
P1033,C2484,T3292,PM4018,SH5029,CP6015
P1047,C2071,T3194,PM4011,SH5008,CP6002
P1032,C2303,T3291,PM4049,SH5024,CP6019
P1097,C2445,T3260,PM4047,SH5046,CP6019
P1060,C2480,T3206,PM4001,SH5023,CP6004
P1009,C2443,T3563,PM4010,SH5031,CP6003
P1053,C2229,T3048,PM4043,SH5006,CP6011
P1083,C2106,T3005,PM4036,SH5035,CP6018
P1064,C2207,T3378,PM4037,SH5024,CP6014
P1076,C2388,T3393,PM4024,SH5019,CP6012
P1000,C2207,T3223,PM4042,SH5016,CP6004
P1004,C2262,T3022,PM4020,SH5035,CP6011
P1079,C2050,T3656,PM4041,SH5025,CP6018
P1014,C2064,T3109,PM4035,SH5018,CP6001
P1027,C2264,T3723,PM4008,SH5036,CP6006
P1094,C2337,T3552,PM4011,SH5047,CP6004
P1022,C2300,T3398,PM4009,SH5002,CP6019
P1016,C2377,T3171,PM4045,SH5042,CP6010
P1097,C2174,T3697,PM4004,SH5027,CP6017
P1012,C2450,T3725,PM4032,SH5021,CP6017
P1013,C2151,T3305,PM4004,SH5046,CP6006
P1010,C2475,T3563,PM4015,SH5018,CP6009
P1027,C2265,T3581,PM4036,SH5045,CP6019
P1041,C2328,T3707,PM4036,SH5015,CP6013
P1095,C2460,T3150,PM4028,SH5005,CP6019
P1098,C2303,T3427,PM4017,SH5036,CP6019
P1060,C2162,T3620,PM4028,SH5030,CP6010
P1063,C2437,T3466,PM4005,SH5048,CP6001
P1030,C2342,T3629,PM4017,SH5047,CP6012
P1080,C2366,T3606,PM4031,SH5033,CP6012
P1072,C2464,T3555,PM4041,SH5030,CP6008
P1009,C2237,T3066,PM4046,SH5010,CP6016
P1007,C2198,T3155,PM4030,SH5035,CP6014
P1020,C2499,T3205,PM4010,SH5005,CP6015
P1076,C2015,T3154,PM4025,SH5026,CP6009
P1058,C2308,T3690,PM4027,SH5006,CP6019
P1049,C2295,T3508,PM4026,SH5048,CP6011
P1068,C2355,T3571,PM4018,SH5031,CP6004
P1069,C2275,T3073,PM4044,SH5007,CP6019
P1029,C2471,T3048,PM4026,SH5032,CP6016
P1094,C2238,T3466,PM4019,SH5046,CP6009
P1016,C2068,T3584,PM4002,SH5043,CP6005
P1074,C2300,T3707,PM4015,SH5014,CP6019
P1019,C2005,T3178,PM4038,SH5026,CP6005
P1047,C2219,T3047,PM4043,SH5029,CP6011
P1072,C2253,T3071,PM4028,SH5021,CP6018
P1001,C2452,T3112,PM4014,SH5046,CP6001
P1036,C2432,T3158,PM4029,SH5028,CP6012
P1000,C2294,T3029,PM4039,SH5040,CP6019
P1003,C2357,T3096,PM4048,SH5047,CP6010
P1099,C2385,T3250,PM4000,SH5029,CP6014
P1053,C2106,T3518,PM4028,SH5001,CP6012
P1024,C2294,T3091,PM4029,SH5014,CP6002
P1002,C2117,T3112,PM4039,SH5046,CP6013
P1008,C2404,T3258,PM4045,SH5026,CP6007
P1085,C2167,T3106,PM4031,SH5006,CP6008
P1086,C2484,T3574,PM4009,SH5026,CP6014
P1075,C2250,T3389,PM4026,SH5020,CP6017
P1073,C2081,T3357,PM4007,SH5012,CP6007
P1033,C2053,T3198,PM4035,SH5016,CP6010
P1042,C2239,T3426,PM4041,SH5010,CP6004
P1073,C2365,T3477,PM4034,SH5009,CP6014
P1093,C2011,T3502,PM4035,SH5032,CP6014
P1021,C2208,T3657,PM4047,SH5013,CP6006
P1069,C2164,T3572,PM4035,SH5036,CP6017
P1001,C2365,T3119,PM4024,SH5007,CP6011
P1093,C2293,T3572,PM4019,SH5032,CP6011
P1065,C2398,T3308,PM4044,SH5006,CP6003
P1031,C2006,T3537,PM4016,SH5033,CP6010
P1015,C2077,T3626,PM4022,SH5006,CP6005
P1075,C2433,T3474,PM4024,SH5006,CP6009
P1000,C2064,T3551,PM4047,SH5040,CP6014
P1071,C2101,T3343,PM4048,SH5035,CP6000
P1047,C2450,T3627,PM4030,SH5006,CP6016
P1049,C2356,T3135,PM4005,SH5019,CP6002
P1012,C2299,T3276,PM4034,SH5017,CP6010
P1014,C2286,T3532,PM4003,SH5044,CP6017
P1052,C2170,T3030,PM4039,SH5042,CP6009
P1043,C2076,T3246,PM4019,SH5040,CP6008
P1007,C2047,T3410,PM4040,SH5013,CP6006
P1073,C2254,T3026,PM4000,SH5039,CP6010
P1045,C2081,T3072,PM4044,SH5013,CP6007
P1068,C2382,T3096,PM4025,SH5020,CP6001
P1018,C2208,T3672,PM4033,SH5048,CP6004
P1037,C2208,T3345,PM4009,SH5026,CP6008
P1010,C2444,T3475,PM4022,SH5045,CP6000
P1042,C2458,T3299,PM4048,SH5025,CP6016
P1019,C2083,T3298,PM4023,SH5026,CP6009
P1019,C2009,T3286,PM4012,SH5023,CP6007
P1020,C2028,T3448,PM4028,SH5004,CP6017
P1081,C2303,T3211,PM4045,SH5041,CP6009
P1056,C2481,T3075,PM4026,SH5037,CP6008
P1049,C2464,T3400,PM4030,SH5027,CP6003
P1073,C2445,T3654,PM4042,SH5041,CP6001
P1097,C2115,T3033,PM4009,SH5042,CP6018
P1025,C2489,T3497,PM4030,SH5031,CP6009
P1029,C2268,T3515,PM4038,SH5023,CP6016
P1072,C2427,T3327,PM4009,SH5005,CP6002
P1030,C2046,T3097,PM4023,SH5009,CP6018
P1041,C2358,T3365,PM4032,SH5045,CP6018
P1067,C2447,T3728,PM4013,SH5002,CP6018
P1060,C2090,T3462,PM4034,SH5006,CP6018
P1060,C2052,T3027,PM4044,SH5028,CP6014
P1069,C2217,T3712,PM4033,SH5033,CP6017
P1077,C2347,T3385,PM4016,SH5006,CP6016
P1067,C2076,T3272,PM4020,SH5016,CP6009
P1089,C2203,T3126,PM4031,SH5012,CP6013
P1016,C2043,T3201,PM4002,SH5020,CP6018
P1018,C2155,T3520,PM4014,SH5030,CP6017
P1050,C2001,T3286,PM4007,SH5008,CP6010
P1069,C2356,T3449,PM4031,SH5044,CP6010
P1062,C2312,T3087,PM4037,SH5046,CP6011
P1092,C2056,T3317,PM4025,SH5012,CP6007
P1074,C2289,T3018,PM4029,SH5016,CP6015
P1079,C2470,T3592,PM4008,SH5007,CP6007
P1029,C2057,T3106,PM4031,SH5008,CP6013
P1024,C2253,T3457,PM4010,SH5008,CP6017
P1074,C2179,T3310,PM4021,SH5039,CP6003
P1070,C2492,T3411,PM4033,SH5047,CP6016
P1025,C2156,T3623,PM4040,SH5029,CP6012
P1055,C2034,T3634,PM4017,SH5006,CP6004
P1021,C2074,T3497,PM4018,SH5016,CP6002
P1088,C2431,T3243,PM4017,SH5038,CP6008
P1018,C2288,T3689,PM4036,SH5037,CP6019
P1030,C2370,T3576,PM4017,SH5004,CP6017
P1025,C2074,T3379,PM4011,SH5016,CP6019
P1041,C2328,T3514,PM4003,SH5039,CP6018
P1040,C2077,T3206,PM4046,SH5000,CP6018
P1099,C2254,T3393,PM4042,SH5015,CP6015
P1022,C2264,T3020,PM4026,SH5016,CP6000
P1046,C2486,T3526,PM4004,SH5029,CP6004
P1012,C2303,T3342,PM4005,SH5030,CP6014
P1088,C2066,T3717,PM4012,SH5034,CP6011
P1065,C2220,T3201,PM4022,SH5044,CP6000
P1065,C2466,T3119,PM4041,SH5007,CP6013
P1015,C2163,T3648,PM4024,SH5047,CP6017
P1072,C2479,T3388,PM4045,SH5029,CP6017
P1027,C2454,T3536,PM4003,SH5038,CP6005
P1076,C2374,T3233,PM4031,SH5020,CP6000
P1034,C2219,T3632,PM4043,SH5014,CP6016
P1040,C2171,T3601,PM4014,SH5033,CP6017
P1076,C2253,T3319,PM4025,SH5026,CP6014
P1030,C2209,T3711,PM4041,SH5001,CP6011
P1084,C2187,T3179,PM4010,SH5009,CP6012
P1031,C2190,T3367,PM4008,SH5004,CP6019
P1053,C2388,T3075,PM4010,SH5026,CP6001
P1097,C2214,T3648,PM4001,SH5003,CP6003
P1071,C2374,T3649,PM4044,SH5046,CP6002
P1058,C2085,T3495,PM4026,SH5012,CP6018
P1040,C2473,T3521,PM4025,SH5016,CP6007
P1065,C2105,T3200,PM4007,SH5020,CP6011
P1095,C2331,T3345,PM4020,SH5022,CP6011
P1053,C2295,T3482,PM4020,SH5032,CP6009
P1039,C2018,T3218,PM4007,SH5049,CP6000
P1027,C2046,T3059,PM4000,SH5014,CP6004
P1036,C2064,T3658,PM4037,SH5013,CP6019
P1064,C2450,T3618,PM4012,SH5008,CP6010
P1073,C2474,T3549,PM4008,SH5043,CP6008
P1054,C2145,T3645,PM4027,SH5036,CP6013
P1003,C2433,T3220,PM4005,SH5029,CP6002
P1098,C2285,T3501,PM4046,SH5028,CP6004
P1009,C2381,T3132,PM4022,SH5022,CP6008
P1046,C2065,T3052,PM4047,SH5033,CP6017
P1074,C2004,T3449,PM4035,SH5006,CP6005
P1013,C2092,T3061,PM4016,SH5008,CP6006
P1037,C2352,T3022,PM4008,SH5049,CP6015
P1011,C2425,T3043,PM4011,SH5003,CP6007
P1044,C2467,T3557,PM4021,SH5001,CP6009
P1016,C2093,T3658,PM4011,SH5026,CP6004
P1079,C2105,T3727,PM4005,SH5032,CP6010
P1034,C2132,T3046,PM4043,SH5031,CP6012
P1065,C2433,T3023,PM4008,SH5043,CP6019
P1074,C2340,T3656,PM4036,SH5044,CP6001
P1040,C2313,T3088,PM4002,SH5045,CP6013
P1066,C2078,T3173,PM4033,SH5036,CP6008
P1028,C2211,T3575,PM4007,SH5026,CP6009
P1017,C2007,T3118,PM4009,SH5027,CP6009
P1019,C2496,T3667,PM4046,SH5002,CP6009
P1013,C2158,T3177,PM4040,SH5035,CP6018
P1033,C2267,T3341,PM4041,SH5048,CP6010
P1048,C2148,T3567,PM4042,SH5042,CP6010
P1053,C2349,T3058,PM4008,SH5007,CP6002
P1030,C2445,T3437,PM4013,SH5043,CP6018
P1057,C2090,T3427,PM4036,SH5049,CP6000
P1041,C2235,T3425,PM4026,SH5049,CP6011
P1057,C2473,T3380,PM4040,SH5040,CP6014
P1081,C2288,T3485,PM4031,SH5036,CP6013
P1029,C2409,T3184,PM4003,SH5048,CP6002
P1024,C2473,T3558,PM4001,SH5044,CP6019
P1062,C2355,T3459,PM4032,SH5037,CP6012
P1018,C2167,T3101,PM4020,SH5021,CP6017
P1071,C2192,T3555,PM4000,SH5013,CP6015
P1091,C2186,T3014,PM4043,SH5014,CP6005
P1007,C2270,T3050,PM4010,SH5045,CP6009
P1094,C2113,T3308,PM4000,SH5003,CP6016
P1002,C2384,T3033,PM4045,SH5017,CP6016
P1066,C2010,T3635,PM4010,SH5000,CP6007
P1085,C2054,T3588,PM4006,SH5011,CP6003
P1080,C2257,T3634,PM4001,SH5040,CP6014
P1099,C2064,T3204,PM4014,SH5041,CP6000
P1016,C2478,T3069,PM4007,SH5049,CP6006
P1013,C2171,T3229,PM4046,SH5016,CP6009
P1008,C2271,T3479,PM4025,SH5018,CP6006
P1061,C2149,T3532,PM4039,SH5035,CP6000
P1093,C2361,T3107,PM4041,SH5047,CP6016
P1020,C2145,T3240,PM4034,SH5006,CP6011
P1075,C2430,T3250,PM4045,SH5008,CP6016
P1036,C2208,T3134,PM4040,SH5007,CP6014
P1095,C2285,T3089,PM4040,SH5024,CP6015
P1010,C2009,T3590,PM4020,SH5006,CP6013
P1019,C2226,T3439,PM4037,SH5041,CP6002
P1034,C2185,T3688,PM4007,SH5007,CP6018
P1052,C2061,T3297,PM4042,SH5023,CP6011
P1046,C2084,T3406,PM4031,SH5016,CP6018
P1074,C2463,T3307,PM4007,SH5011,CP6017
P1051,C2133,T3101,PM4043,SH5045,CP6013
P1007,C2322,T3360,PM4009,SH5030,CP6019
P1003,C2296,T3623,PM4022,SH5011,CP6008
P1026,C2170,T3692,PM4003,SH5001,CP6002
P1043,C2212,T3615,PM4047,SH5011,CP6011
P1039,C2460,T3527,PM4037,SH5026,CP6019
P1046,C2017,T3607,PM4029,SH5045,CP6016
P1093,C2313,T3292,PM4040,SH5006,CP6004
P1043,C2059,T3145,PM4022,SH5012,CP6007
P1047,C2087,T3403,PM4004,SH5035,CP6018
P1090,C2026,T3001,PM4020,SH5000,CP6003
P1084,C2067,T3118,PM4005,SH5048,CP6014
P1051,C2277,T3605,PM4048,SH5034,CP6018
P1083,C2407,T3190,PM4016,SH5029,CP6014
P1067,C2039,T3002,PM4024,SH5030,CP6013
P1010,C2108,T3486,PM4023,SH5016,CP6015
P1076,C2073,T3622,PM4021,SH5007,CP6009
P1072,C2065,T3176,PM4012,SH5002,CP6013
P1003,C2167,T3256,PM4016,SH5009,CP6019
P1075,C2261,T3533,PM4013,SH5033,CP6010
P1072,C2367,T3476,PM4033,SH5021,CP6001
P1076,C2273,T3397,PM4025,SH5003,CP6018
P1047,C2336,T3495,PM4018,SH5031,CP6002
P1025,C2357,T3219,PM4025,SH5028,CP6003
P1076,C2236,T3172,PM4002,SH5045,CP6010
P1038,C2214,T3389,PM4001,SH5010,CP6012
P1091,C2365,T3501,PM4027,SH5045,CP6017
P1057,C2285,T3576,PM4001,SH5012,CP6017
P1018,C2377,T3259,PM4021,SH5003,CP6018
P1087,C2148,T3130,PM4006,SH5001,CP6011
P1082,C2317,T3112,PM4003,SH5033,CP6000
P1076,C2393,T3722,PM4048,SH5042,CP6005
P1076,C2375,T3019,PM4037,SH5021,CP6002
P1057,C2106,T3214,PM4038,SH5004,CP6016
P1027,C2140,T3309,PM4019,SH5008,CP6002
P1065,C2075,T3250,PM4005,SH5019,CP6000
P1009,C2008,T3487,PM4008,SH5020,CP6002
P1085,C2195,T3381,PM4030,SH5016,CP6003
P1076,C2294,T3408,PM4025,SH5011,CP6005
P1057,C2279,T3270,PM4035,SH5027,CP6006
P1072,C2380,T3406,PM4025,SH5017,CP6007
P1096,C2117,T3691,PM4027,SH5002,CP6012
P1013,C2289,T3193,PM4004,SH5004,CP6003
P1083,C2486,T3440,PM4009,SH5013,CP6005
P1014,C2060,T3312,PM4017,SH5047,CP6010
P1095,C2424,T3078,PM4014,SH5025,CP6000
P1032,C2388,T3179,PM4032,SH5018,CP6007
P1016,C2334,T3674,PM4004,SH5040,CP6001
P1023,C2305,T3713,PM4036,SH5016,CP6007
P1029,C2387,T3013,PM4039,SH5038,CP6019
P1061,C2050,T3245,PM4021,SH5041,CP6008
P1012,C2051,T3013,PM4021,SH5003,CP6003
P1061,C2121,T3098,PM4021,SH5041,CP6016
P1046,C2166,T3032,PM4014,SH5034,CP6006
P1015,C2007,T3435,PM4016,SH5023,CP6009
P1065,C2368,T3256,PM4044,SH5040,CP6004
P1080,C2044,T3033,PM4027,SH5012,CP6009
P1095,C2343,T3018,PM4021,SH5032,CP6011
P1042,C2244,T3663,PM4020,SH5014,CP6019
P1007,C2283,T3259,PM4041,SH5014,CP6005
P1002,C2374,T3675,PM4016,SH5030,CP6000
P1011,C2106,T3588,PM4004,SH5042,CP6002
P1083,C2026,T3415,PM4017,SH5027,CP6006
P1015,C2192,T3136,PM4016,SH5009,CP6010
P1077,C2417,T3358,PM4003,SH5006,CP6011
P1079,C2336,T3719,PM4006,SH5032,CP6008
P1058,C2356,T3578,PM4024,SH5006,CP6000
P1048,C2061,T3115,PM4036,SH5004,CP6003
P1062,C2061,T3403,PM4039,SH5025,CP6001
P1061,C2421,T3201,PM4039,SH5015,CP6001
P1048,C2281,T3375,PM4042,SH5007,CP6016
P1050,C2120,T3249,PM4008,SH5021,CP6001
P1032,C2279,T3445,PM4018,SH5033,CP6003
P1029,C2038,T3277,PM4008,SH5039,CP6010
P1058,C2379,T3111,PM4022,SH5027,CP6018
P1075,C2276,T3472,PM4030,SH5045,CP6012
P1014,C2093,T3687,PM4031,SH5035,CP6017
P1081,C2430,T3391,PM4030,SH5046,CP6018
P1091,C2114,T3142,PM4016,SH5006,CP6014
P1022,C2175,T3031,PM4047,SH5039,CP6011
P1077,C2120,T3180,PM4038,SH5042,CP6010
P1093,C2012,T3578,PM4021,SH5027,CP6000
P1096,C2484,T3515,PM4034,SH5001,CP6015
P1044,C2386,T3268,PM4029,SH5008,CP6012
P1061,C2415,T3235,PM4039,SH5005,CP6005
P1078,C2162,T3276,PM4036,SH5000,CP6005
P1070,C2274,T3552,PM4025,SH5002,CP6009
P1014,C2397,T3632,PM4005,SH5009,CP6001
P1045,C2175,T3274,PM4033,SH5036,CP6002
P1063,C2469,T3085,PM4031,SH5043,CP6005
P1045,C2336,T3062,PM4024,SH5022,CP6015
P1055,C2378,T3403,PM4012,SH5032,CP6005
P1043,C2323,T3191,PM4037,SH5008,CP6012
P1074,C2172,T3292,PM4037,SH5012,CP6003
P1028,C2487,T3030,PM4001,SH5027,CP6014
P1094,C2274,T3329,PM4004,SH5006,CP6005
P1061,C2063,T3657,PM4010,SH5025,CP6000
P1088,C2100,T3106,PM4010,SH5015,CP6008
P1051,C2321,T3621,PM4023,SH5039,CP6011
P1053,C2462,T3275,PM4013,SH5025,CP6010
P1087,C2065,T3721,PM4044,SH5038,CP6012
P1056,C2330,T3650,PM4029,SH5031,CP6000
P1082,C2044,T3597,PM4039,SH5035,CP6018
P1065,C2086,T3555,PM4046,SH5041,CP6003
P1021,C2457,T3081,PM4043,SH5000,CP6004
P1019,C2066,T3063,PM4034,SH5048,CP6016
P1032,C2452,T3566,PM4020,SH5020,CP6004
P1071,C2258,T3585,PM4004,SH5012,CP6018
P1024,C2421,T3128,PM4037,SH5025,CP6002
P1045,C2204,T3255,PM4001,SH5044,CP6010
P1072,C2425,T3230,PM4039,SH5008,CP6001
P1097,C2466,T3496,PM4036,SH5036,CP6013
P1056,C2423,T3136,PM4048,SH5022,CP6005
P1086,C2177,T3454,PM4033,SH5000,CP6018
P1004,C2418,T3354,PM4010,SH5001,CP6000
P1054,C2279,T3623,PM4035,SH5042,CP6006
P1060,C2343,T3484,PM4010,SH5027,CP6001
P1088,C2016,T3145,PM4008,SH5035,CP6018
P1007,C2295,T3032,PM4005,SH5030,CP6000
P1015,C2201,T3259,PM4033,SH5040,CP6008
P1047,C2449,T3086,PM4046,SH5004,CP6016
P1060,C2171,T3264,PM4036,SH5036,CP6009
P1014,C2406,T3541,PM4031,SH5024,CP6005
P1064,C2261,T3391,PM4011,SH5007,CP6002
P1021,C2193,T3231,PM4044,SH5033,CP6019
P1002,C2148,T3587,PM4031,SH5038,CP6014
P1053,C2374,T3446,PM4016,SH5048,CP6019
P1013,C2375,T3128,PM4003,SH5031,CP6005
P1035,C2034,T3270,PM4041,SH5010,CP6002
P1081,C2368,T3088,PM4032,SH5046,CP6009
P1081,C2028,T3465,PM4042,SH5024,CP6011
P1066,C2262,T3169,PM4047,SH5002,CP6000
P1009,C2220,T3127,PM4042,SH5044,CP6015
P1048,C2052,T3173,PM4008,SH5049,CP6016
P1064,C2420,T3025,PM4033,SH5031,CP6009
P1090,C2278,T3572,PM4038,SH5034,CP6011
P1056,C2352,T3510,PM4029,SH5031,CP6018
P1026,C2391,T3487,PM4049,SH5033,CP6007
P1074,C2075,T3578,PM4019,SH5036,CP6007
P1004,C2493,T3405,PM4038,SH5004,CP6009
P1070,C2175,T3025,PM4022,SH5044,CP6009
P1082,C2009,T3082,PM4040,SH5027,CP6017
P1056,C2462,T3363,PM4043,SH5027,CP6009
P1092,C2116,T3366,PM4034,SH5007,CP6006
P1014,C2279,T3059,PM4022,SH5026,CP6003
P1098,C2217,T3550,PM4047,SH5015,CP6000
P1075,C2174,T3634,PM4038,SH5017,CP6010
P1029,C2233,T3291,PM4022,SH5024,CP6018
P1019,C2436,T3190,PM4036,SH5047,CP6004
P1036,C2251,T3460,PM4022,SH5000,CP6007
P1002,C2294,T3663,PM4038,SH5007,CP6001
P1072,C2450,T3232,PM4027,SH5020,CP6001
P1040,C2321,T3473,PM4018,SH5033,CP6013
P1038,C2005,T3404,PM4048,SH5023,CP6008
P1025,C2020,T3657,PM4047,SH5036,CP6009
P1001,C2072,T3270,PM4029,SH5025,CP6012
P1022,C2329,T3133,PM4020,SH5046,CP6000
P1022,C2035,T3170,PM4023,SH5013,CP6013
P1084,C2386,T3414,PM4020,SH5028,CP6001
P1015,C2232,T3027,PM4025,SH5029,CP6003
P1008,C2215,T3135,PM4049,SH5002,CP6018
P1012,C2469,T3404,PM4035,SH5006,CP6000
P1027,C2496,T3504,PM4025,SH5035,CP6003
P1026,C2205,T3240,PM4032,SH5010,CP6010
P1050,C2425,T3443,PM4035,SH5031,CP6012
P1063,C2428,T3433,PM4003,SH5011,CP6017
P1051,C2043,T3227,PM4008,SH5014,CP6009
P1080,C2090,T3508,PM4007,SH5037,CP6004
P1037,C2416,T3302,PM4001,SH5023,CP6000
P1099,C2315,T3033,PM4028,SH5000,CP6013
P1064,C2469,T3001,PM4022,SH5017,CP6015
P1017,C2092,T3361,PM4005,SH5045,CP6017
P1062,C2466,T3194,PM4042,SH5006,CP6002
P1050,C2338,T3605,PM4035,SH5041,CP6002
P1008,C2453,T3307,PM4045,SH5040,CP6003
P1012,C2492,T3646,PM4020,SH5001,CP6006
P1039,C2082,T3715,PM4021,SH5039,CP6012
P1054,C2332,T3249,PM4008,SH5030,CP6008
P1078,C2281,T3146,PM4033,SH5032,CP6002
P1042,C2469,T3345,PM4025,SH5029,CP6016
P1043,C2020,T3347,PM4000,SH5030,CP6014
P1067,C2227,T3253,PM4035,SH5033,CP6009
P1032,C2375,T3398,PM4043,SH5006,CP6014
P1023,C2129,T3333,PM4004,SH5024,CP6000
P1035,C2174,T3175,PM4040,SH5015,CP6009
P1009,C2107,T3124,PM4021,SH5021,CP6006
P1099,C2413,T3397,PM4003,SH5035,CP6006
P1019,C2282,T3130,PM4047,SH5026,CP6002
P1074,C2070,T3561,PM4001,SH5016,CP6006
P1011,C2403,T3604,PM4015,SH5003,CP6008
P1061,C2049,T3406,PM4015,SH5034,CP6007
P1017,C2094,T3333,PM4021,SH5040,CP6002
P1093,C2278,T3019,PM4042,SH5021,CP6004
P1062,C2396,T3204,PM4000,SH5046,CP6012
P1083,C2336,T3602,PM4014,SH5034,CP6012
P1024,C2131,T3354,PM4023,SH5043,CP6007
P1011,C2397,T3172,PM4003,SH5014,CP6017
P1020,C2275,T3188,PM4017,SH5039,CP6006
P1024,C2379,T3001,PM4016,SH5043,CP6009
P1010,C2012,T3167,PM4006,SH5020,CP6009
P1063,C2002,T3367,PM4049,SH5012,CP6010
P1072,C2473,T3535,PM4044,SH5046,CP6011
P1049,C2473,T3579,PM4009,SH5010,CP6012
P1061,C2465,T3369,PM4000,SH5048,CP6007
P1088,C2223,T3705,PM4001,SH5026,CP6016
P1098,C2461,T3595,PM4048,SH5030,CP6013
P1095,C2174,T3436,PM4021,SH5043,CP6016
P1048,C2386,T3206,PM4031,SH5031,CP6018
P1013,C2384,T3048,PM4028,SH5029,CP6015
P1000,C2089,T3543,PM4034,SH5017,CP6008
P1080,C2407,T3681,PM4016,SH5015,CP6019
P1024,C2240,T3128,PM4011,SH5034,CP6009
P1058,C2034,T3446,PM4023,SH5008,CP6008
P1071,C2013,T3613,PM4029,SH5038,CP6000
P1068,C2194,T3034,PM4043,SH5036,CP6002
P1004,C2396,T3198,PM4029,SH5009,CP6010
P1098,C2430,T3076,PM4019,SH5011,CP6006
P1018,C2305,T3368,PM4041,SH5007,CP6017
P1022,C2333,T3525,PM4006,SH5002,CP6012
P1008,C2212,T3348,PM4041,SH5018,CP6017
P1093,C2409,T3505,PM4049,SH5010,CP6015
P1049,C2002,T3642,PM4037,SH5007,CP6015
P1015,C2178,T3237,PM4006,SH5025,CP6009
P1032,C2039,T3279,PM4048,SH5044,CP6008
P1001,C2451,T3576,PM4029,SH5022,CP6007
P1013,C2163,T3431,PM4011,SH5009,CP6018
P1000,C2306,T3137,PM4048,SH5017,CP6002
P1089,C2234,T3268,PM4030,SH5011,CP6008
P1057,C2256,T3200,PM4017,SH5038,CP6001
P1088,C2359,T3141,PM4045,SH5025,CP6018
P1015,C2494,T3611,PM4042,SH5010,CP6007
P1078,C2416,T3649,PM4001,SH5009,CP6017
P1089,C2390,T3679,PM4032,SH5002,CP6007
P1046,C2372,T3610,PM4010,SH5006,CP6004
P1043,C2115,T3354,PM4033,SH5003,CP6005
P1079,C2051,T3577,PM4015,SH5039,CP6009
P1013,C2375,T3328,PM4034,SH5007,CP6014
P1092,C2394,T3558,PM4032,SH5037,CP6003
P1023,C2410,T3230,PM4020,SH5012,CP6002
P1054,C2141,T3307,PM4019,SH5011,CP6008
P1014,C2085,T3657,PM4007,SH5034,CP6015
P1082,C2463,T3718,PM4025,SH5037,CP6015
P1071,C2045,T3145,PM4032,SH5042,CP6014
P1033,C2331,T3151,PM4025,SH5035,CP6008
P1001,C2496,T3139,PM4036,SH5046,CP6016
P1026,C2237,T3662,PM4029,SH5001,CP6011
P1073,C2009,T3020,PM4030,SH5014,CP6007
P1098,C2151,T3253,PM4032,SH5048,CP6013
P1086,C2060,T3063,PM4010,SH5033,CP6017
P1071,C2493,T3217,PM4040,SH5038,CP6011
P1091,C2017,T3071,PM4004,SH5025,CP6013
P1022,C2085,T3161,PM4001,SH5047,CP6019
P1067,C2136,T3129,PM4012,SH5004,CP6004
P1013,C2400,T3580,PM4017,SH5047,CP6000
P1062,C2229,T3224,PM4025,SH5024,CP6012
P1092,C2127,T3579,PM4024,SH5033,CP6013
P1064,C2103,T3453,PM4043,SH5046,CP6001
P1067,C2185,T3383,PM4013,SH5003,CP6015
P1062,C2396,T3106,PM4004,SH5033,CP6004
P1095,C2177,T3620,PM4041,SH5026,CP6000
P1096,C2356,T3102,PM4001,SH5041,CP6011
P1089,C2005,T3140,PM4003,SH5028,CP6018
P1080,C2340,T3576,PM4011,SH5004,CP6009
P1086,C2306,T3133,PM4010,SH5017,CP6011
P1063,C2035,T3198,PM4003,SH5003,CP6018
P1031,C2326,T3509,PM4042,SH5000,CP6015
P1078,C2355,T3666,PM4008,SH5049,CP6016
P1012,C2280,T3078,PM4009,SH5019,CP6012
P1065,C2394,T3481,PM4026,SH5005,CP6006
P1018,C2299,T3511,PM4005,SH5019,CP6002
P1023,C2013,T3249,PM4014,SH5019,CP6004
P1087,C2236,T3598,PM4041,SH5045,CP6003
P1010,C2284,T3599,PM4030,SH5026,CP6014
P1058,C2329,T3482,PM4021,SH5025,CP6016
P1085,C2049,T3171,PM4005,SH5031,CP6011
P1014,C2495,T3016,PM4032,SH5009,CP6013
P1009,C2260,T3293,PM4028,SH5017,CP6003
P1040,C2455,T3393,PM4020,SH5040,CP6016
P1026,C2109,T3497,PM4029,SH5011,CP6010
P1059,C2196,T3218,PM4020,SH5009,CP6005
P1072,C2377,T3233,PM4035,SH5023,CP6003
P1051,C2251,T3389,PM4021,SH5023,CP6012
P1027,C2087,T3247,PM4045,SH5037,CP6019
P1064,C2487,T3051,PM4019,SH5045,CP6014
P1016,C2312,T3014,PM4021,SH5024,CP6017
P1094,C2025,T3323,PM4039,SH5007,CP6016
P1043,C2261,T3440,PM4010,SH5013,CP6018
P1009,C2143,T3111,PM4046,SH5042,CP6009
P1062,C2059,T3695,PM4030,SH5030,CP6004
P1092,C2355,T3006,PM4039,SH5023,CP6011
P1081,C2267,T3562,PM4012,SH5015,CP6014
P1046,C2074,T3244,PM4017,SH5019,CP6003
P1037,C2002,T3447,PM4021,SH5037,CP6007
